TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-05-25T17:33:00,2455,98,,51.134,16.8842
04,kujawsko-pomorskie,2020-05-25T17:33:00,594,46,,53.1648,18.4834
06,lubelskie,2020-05-25T17:33:00,446,15,,51.2494,23.1011
08,lubuskie,2020-05-25T17:33:00,108,,1,52.2275,15.2559
10,łódzkie,2020-05-25T17:33:00,1362,58,,51.4635,19.1727
12,małopolskie,2020-05-24T23:59:59,1176,40,,49.7225,20.2503
14,mazowieckie,2020-05-25T17:33:00,3283,253,,51.8927,21.0022
16,opolskie,2020-05-25T17:33:00,598,45,,50.8004,17.938
18,podkarpackie,2020-05-24T23:59:59,378,35,,50.0575,22.0896
20,podlaskie,2020-05-25T17:33:00,423,9,,53.0697,22.9675
22,pomorskie,2020-05-25T17:33:00,540,30,,54.2944,18.1531
24,śląskie,2020-05-25T17:33:00,7140,192,,50.5717,19.322
26,świętokrzyskie,2020-05-25T17:33:00,392,20,,50.6261,20.9406
28,warmińsko-mazurskie,2020-05-24T23:59:59,175,1,,53.8671,20.7028
30,wielkopolskie,2020-05-25T17:33:00,2040,146,,52.28,17.3523
32,zachodniopomorskie,2020-05-25T17:33:00,521,19,,53.4658,15.1823
XX,nieokreślono,2020-05-25T09:00:00,,,9275,52.0693,19.4803
