TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-04-22T10:00:00,1136,33,,51.134,16.8842
04,kujawsko-pomorskie,2020-04-22T10:00:00,452,17,,53.1648,18.4834
06,lubelskie,2020-04-22T10:00:00,332,10,,51.2494,23.1011
08,lubuskie,2020-04-21T23:59:59,84,,1,52.2275,15.2559
10,łódzkie,2020-04-22T10:00:00,750,12,,51.4635,19.1727
12,małopolskie,2020-04-22T10:00:00,726,21,,49.7225,20.2503
14,mazowieckie,2020-04-21T23:59:59,2059,124,,51.8927,21.0022
16,opolskie,2020-04-22T10:00:00,316,14,,50.8004,17.938
18,podkarpackie,2020-04-22T10:00:00,271,16,,50.0575,22.0896
20,podlaskie,2020-04-22T10:00:00,333,2,,53.0697,22.9675
22,pomorskie,2020-04-22T10:00:00,227,2,,54.2944,18.1531
24,śląskie,2020-04-22T10:00:00,1580,80,,50.5717,19.322
26,świętokrzyskie,2020-04-22T10:00:00,242,6,,50.6261,20.9406
28,warmińsko-mazurskie,2020-04-21T23:59:59,145,1,,53.8671,20.7028
30,wielkopolskie,2020-04-22T10:00:00,1097,62,,52.28,17.3523
32,zachodniopomorskie,2020-04-22T10:00:00,284,4,,53.4658,15.1823
XX,nieokreślono,2020-04-22T09:06:00,,,1512,52.0693,19.4803
