TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-05-13T10:08:00,2088,78,,51.134,16.8842
04,kujawsko-pomorskie,2020-05-13T10:08:00,577,38,,53.1648,18.4834
06,lubelskie,2020-05-13T10:08:00,398,14,,51.2494,23.1011
08,lubuskie,2020-05-12T23:59:59,92,,1,52.2275,15.2559
10,łódzkie,2020-05-13T10:08:00,1201,45,,51.4635,19.1727
12,małopolskie,2020-05-13T10:08:00,1077,35,,49.7225,20.2503
14,mazowieckie,2020-05-12T23:59:59,2829,225,,51.8927,21.0022
16,opolskie,2020-05-13T10:08:00,500,36,,50.8004,17.938
18,podkarpackie,2020-05-12T23:59:59,371,29,,50.0575,22.0896
20,podlaskie,2020-05-12T23:59:59,385,7,,53.0697,22.9675
22,pomorskie,2020-05-12T23:59:59,489,28,,54.2944,18.1531
24,śląskie,2020-05-13T10:08:00,4345,157,,50.5717,19.322
26,świętokrzyskie,2020-05-13T10:08:00,337,13,,50.6261,20.9406
28,warmińsko-mazurskie,2020-05-13T10:08:00,167,1,,53.8671,20.7028
30,wielkopolskie,2020-05-13T10:08:00,1721,125,,52.28,17.3523
32,zachodniopomorskie,2020-05-13T10:08:00,485,16,,53.4658,15.1823
XX,nieokreślono,2020-05-13T09:00:00,,,6409,52.0693,19.4803
