TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-04-09T17:05:00,568,18,,51.134,16.8842
04,kujawsko-pomorskie,2020-04-09T10:12:00,280,6,,53.1648,18.4834
06,lubelskie,2020-04-09T17:05:00,205,8,,51.2494,23.1011
08,lubuskie,2020-04-09T17:05:00,69,,1,52.2275,15.2559
10,łódzkie,2020-04-09T17:05:00,432,7,,51.4635,19.1727
12,małopolskie,2020-04-09T17:05:00,433,8,,49.7225,20.2503
14,mazowieckie,2020-04-09T17:05:00,1424,42,,51.8927,21.0022
16,opolskie,2020-04-09T17:05:00,125,6,,50.8004,17.938
18,podkarpackie,2020-04-09T17:05:00,194,10,,50.0575,22.0896
20,podlaskie,2020-04-09T17:05:00,168,1,,53.0697,22.9675
22,pomorskie,2020-04-09T17:05:00,153,1,,54.2944,18.1531
24,śląskie,2020-04-09T17:05:00,695,38,,50.5717,19.322
26,świętokrzyskie,2020-04-09T10:12:00,129,2,,50.6261,20.9406
28,warmińsko-mazurskie,2020-04-09T10:12:00,95,1,,53.8671,20.7028
30,wielkopolskie,2020-04-09T17:05:00,431,24,,52.28,17.3523
32,zachodniopomorskie,2020-04-09T17:05:00,174,2,,53.4658,15.1823
