TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-04-23T17:32:00,1212,36,,51.134,16.8842
04,kujawsko-pomorskie,2020-04-23T10:01:00,460,20,,53.1648,18.4834
06,lubelskie,2020-04-23T10:01:00,336,10,,51.2494,23.1011
08,lubuskie,2020-04-22T23:59:59,85,,1,52.2275,15.2559
10,łódzkie,2020-04-23T17:32:00,781,21,,51.4635,19.1727
12,małopolskie,2020-04-23T17:32:00,766,23,,49.7225,20.2503
14,mazowieckie,2020-04-23T17:32:00,2166,140,,51.8927,21.0022
16,opolskie,2020-04-23T17:32:00,330,16,,50.8004,17.938
18,podkarpackie,2020-04-23T17:32:00,279,16,,50.0575,22.0896
20,podlaskie,2020-04-23T17:32:00,341,2,,53.0697,22.9675
22,pomorskie,2020-04-23T10:01:00,243,3,,54.2944,18.1531
24,śląskie,2020-04-23T17:32:00,1649,86,,50.5717,19.322
26,świętokrzyskie,2020-04-23T10:01:00,248,8,,50.6261,20.9406
28,warmińsko-mazurskie,2020-04-22T23:59:59,145,1,,53.8671,20.7028
30,wielkopolskie,2020-04-23T17:32:00,1166,68,,52.28,17.3523
32,zachodniopomorskie,2020-04-23T17:32:00,304,4,,53.4658,15.1823
XX,nieokreślono,2020-04-23T09:00:00,,,1739,52.0693,19.4803
